Species,DISEASE,AGENT,TYPE,SYNDROME,MEASURES,Source,Source_1,souce,Soure
Rachycentron canadum,viral nervous necrosis,VNN,Virus,NA,NA,NA,NA,NA,NA
Rachycentron canadum,protozoan infections,Vorticella,Protozoa,NA,NA,(Liao et al. 2004) (Benetti et al. 2008) (Nhu et al. 2011).,NA,NA,NA
Gadus morhua,Listonellosis,Listonella anguillarum(previously called Vibrio anguillarum),Bacteria,"Fin erosions; haemorrhages, particularly in the head region",Juvenile vaccination; oral antibiotic treatment,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Francisellosis,Francisella noatunensis,Bacteria,Moderate to extensive granuloma formation in internal organs,None documented. Broodstock screening (kidney biopsies); avoidance of high water temperature,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Atypical furunculosis,Aeromonas salmonicida,Bacteria,Moderate to extensive granuloma formation in internal organs,Vaccination; oral antibiotic treatment,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Lomosis,Loma branchialis,Microsporidia,Gill cysts; respiratory problems,None described,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Trichodinidosis,Trichodina spp.,Ciliates,Respiratory problems; mucus secretion; itching,Bath treatment (formaldehyde),NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Gyrodactylosis,Gyrodactylus spp.,Haptorworms (monogeneans),Respiratory problems; mucus secretion; itching,Bath treatment (formaldehyde),NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Black-spot,Cryptocotyle lingua,Fluke larvae (Trigenetic parasite),Itching; black spots in skin and fillets; juvenile mortality in extensive culture,Prophylactic measures (pen distance to shore placement; periwinkle removal or avoidance,NA,NA,http://www.fao.org/fishery/culturedspecies/Gadus_morhua/en,NA
Gadus morhua,Infectious Salmon Anaemia (ISA),ISAV,Virus,Lethargy; reduced appetite; gasping at water surface; pale gills & heart; fluid in body cavity; dark liver; haemorrhages in internal organs,No treatment; statutory controls; biosecurity; bloodwater disinfection,NA,NA,http://www.fao.org/fishery/culturedspecies/Oncorhynchus_kisutch/en#tcNA00C8,NA
Mugil cephalus,Iridoviral disease,Iridovirus,Virus,Systemic disease; congested fins; increased mucus production; highest mortality at lower temperatures (<24 °C),Vaccination; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C5
Mugil cephalus,"Red pest of eels, red sore, red boil, saltwater furunculosis",Vibrio anguillarum,Bacteria,"Systemic infection; acute haemorrhagic and septicaemic disease with mass mortality; anorexia; darkening; abdominal distension, dermal haemorrhages; skin ulcers; occurrence of exophthalmos",Vaccination; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C6
Mugil cephalus,Streptococcosis,Streptococcus faecalis,Bacteria,Haemorrhagic areas on body surface,Antibacterial drugs in feed; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C7
Mugil cephalus,Bacterial fin rot,Aeromonas hydrophila,Bacteria,Breakdown of tissues between fin rays (fin rot),Antibacterial bath; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C8
Mugil cephalus,Bacterial fin rot,Flexibacter columnaris,Bacteria,Breakdown of tissues between fin rays (fin rot),Antibacterial bath; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C8
Mugil cephalus,Motile aeromonas septicaemia,Aeromonas hydrophyla,Bacteria,Systemic infection; acute haemorrhagic and septicaemic disease; haemorrhagic spots on the skin and base of fins; ulcers and skin necrosis; exophthalmia and dropsy,Environmental improvement; antibacterial drugs in feed,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C9
Mugil cephalus,Motile aeromonas septicaemia,Aeromonas caviae,Bacteria,Systemic infection; acute haemorrhagic and septicaemic disease; haemorrhagic spots on the skin and base of fins; ulcers and skin necrosis; exophthalmia and dropsy,Environmental improvement; antibacterial drugs in feed,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C9
Mugil cephalus,Motile aeromonas septicaemia,Aeromonas sobria,Bacteria,Systemic infection; acute haemorrhagic and septicaemic disease; haemorrhagic spots on the skin and base of fins; ulcers and skin necrosis; exophthalmia and dropsy,Environmental improvement; antibacterial drugs in feed,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C9
Mugil cephalus,Gill myxobolosis,Myxobolus goensis,Protozoan parasite,Gill infestation,Environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C10
Mugil cephalus,Sea lice,Caligus spp.,Copepod parasite,Infestation occurs commonly in the skin,Medicated bath; environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C11
Mugil cephalus,Epizootic ulcerativesyndrome (EUS); red spot disease (RSD); mycotic granulomatosis (MG),Aphanomyces invadans,Fungus,Skin ulcers,Environmental improvement,NA,NA,NA,http://www.fao.org/fishery/culturedspecies/Mugil_cephalus/en#tcNA00C12
Argyrosomus regius,Vibriosis,Vibrio anguillarum,Bacteria,Fins and areas around vent and mouth become reddened; loss of appetite,Antibiotic in feed,http://www.fao.org/fishery/culturedspecies/Argyrosomus_regius/en#tcNA00C5,NA,NA,NA
Argyrosomus regius,Amyloodiniasis,Amyloodinium ocellatum,Protozoan,"Protozoan attach to gills, producing irritation, asphyxia and hypermucosis",Formalin; copper sulphate,http://www.fao.org/fishery/culturedspecies/Argyrosomus_regius/en#tcNA00C6,NA,NA,NA
Argyrosomus regius,Fluke,Gyrodactylus sp.,Trematodal parasite,Parasites attached to fins and gills,Formalin,http://www.fao.org/fishery/culturedspecies/Argyrosomus_regius/en#tcNA00C7,NA,NA,NA
Argyrosomus regius,Monogenea,Benedenia sciaenae,Monogenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Argyrosomus regius,NA,Philometra sp.,Nematoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus orientalis,NA,Benedenia seriolae,Myxosporea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Caballerocotyla paucispinosa,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Hexostoma grossum,Monogenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Anaplerurus thynnusi,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Aponurus lagunculus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Bucephalopsis sibi,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Coeliotrema thynni,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocylindrus filiformis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis crassa,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis katsuwonicola,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis ovata,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis semiglobularis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis soleiformis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis thynni,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystis wedli,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymocystoides semiglobularis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymoproblema fusiforme,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymozoon filicolle,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymozoon longicolle,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Didymozoon pretiosus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Kollikeria globosa,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Kollikeria reniformis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Lobatozoum multisacculatum,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Nematobothrium sp.,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Oesophagocystis sp.,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Prosorhynchoides sibi,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Rhipidocotyle pentagonum,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Sterrhurus imocavus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Grillotia sp,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Pelichnibothrium speciosum,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Anisakis sp.,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Contracaecum sp,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Heptachona caudata,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Bolbosoma vasculosum,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus orientalis,NA,Neorhadinorhynchus nudus,Nematoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus maccoyii,NA,Kudoa sp.,Myxosporea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus maccoyii,NA,Benedenia seriolae,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Caballerocotyla biparasitica,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Caballerocotyla sp.,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Neohexostoma sp.,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Atalostroppion sardae,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Cardicola forsteri,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Cetiotrema crassum,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Colocyntotrema sp,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Didymocystis thynni,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Didymocystis wedli,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Hirudinella ventricosa,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Syncoelium filiferum,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Callitetrarhynchus gracilis,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Nybelinia lingualis,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Pterobothrium heteracanthum,Monogenea,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Capsularia marina,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Hysterothylacium cornutum,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Spirurida,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Rhadinorhynchus pristis,Nematoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Brachiella thynni,Copepoda,NA,NA,NA,NA,NA,NA
Thunnus maccoyii,NA,Caligus elongatus,Copepoda,NA,NA,NA,NA,NA,NA
Thunnus thynnus,NA,P. damsella subsp. piscicida,Bacteria,NA,NA,"Peric Z. Morphological and histological changes of the parenchymatous organs of bluefin tuna, Thunnus thynnus. Abstrack. InFirst International Conference on The Domestication of Tuna, Thunnus thynnus 2002 (pp. 3-5).","Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA
Thunnus thynnus,NA,Callitetrarhynchus gracilis,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Eutetrarchynchus sp.,Cestoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Hepatoxylon trichiuri,Cestoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Lacistorhynchus tenuis,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Pelichnibothrium speciosum,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Tentacularia coryphaenae,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Tetraphyllidean larvae,Cestoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Brachiella thynni,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caligus balistae,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caligus bonito,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caligus coryphaenae,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Caligus minimus,Copepoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Caligus productus,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Euryphorus brachypterus,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Pennella filosa,Copepoda,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Pseudocynus appendiculatus,Copepoda,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Cardicola forsteri,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Coeliodidymocystis abdominalis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymocystis dissimilis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Didymocystis reniformis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Didymocystis thynni,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Didymocystis wedli,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymocystoides bifasciatus,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymocystoides oesophagicola,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymocystoides pectoralis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymocystoides semiglobularis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymostoma bipartitum,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Didymozoon longicolle,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymozoon palati,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Didymozoon pretiosus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Didymozoon thynni,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Distomum clavatum,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hirudinella clavata,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hirudinella fusca,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Hirudinella ventricosa,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Koellikerioides apicalis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Koellikerioides internogastricus,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Koellikerioides intestinalis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
Thunnus thynnus,NA,Koellikerioides orientalis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Kollikeria bipartita,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Kollikeria globosa,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Kollikeria orientalis,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Lecithaster gibbosus,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Lecithocladium excisum,Digenea,NA,NA,"Munday, B., Sawada, Y., Cribb, T., Hayward, C.J.J.o.F.D., 2003. Diseases of tunas, Thunnus spp. 26, 187-206.",NA,NA,NA
Thunnus thynnus,NA,Oesophagocystis dissimilis,Digenea,NA,NA,"Rigos, G., Katharios, P.J.R.i.F.B., Fisheries, 2010. Pathological obstacles of newly-introduced fish species in Mediterranean mariculture: a review. 20, 47-70.",NA,NA,NA
